dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,city
1642114800,2,347.14,0.01,7.28,23.96,0.61,17.85,22.9,6.65,Hassan
1642118400,2,370.5,0.05,9.17,17.34,0.75,19.85,26.04,8.36,Hassan
1642122000,3,433.92,0.45,13.71,9.66,1.22,22.78,31.13,11.02,Hassan
1642125600,4,574.11,5.2,19.19,1.74,2.06,27.87,39.49,11.91,Hassan
1642129200,4,734.33,18.33,16.45,6.53,2.5,33.1,46.87,12.03,Hassan
1642132800,3,440.6,3.8,10.8,45.78,1.52,22.08,28.69,6.46,Hassan
1642136400,3,453.95,3.49,11.31,66.52,1.73,23.49,30.17,7.92,Hassan
1642140000,4,473.98,2.35,10.11,101.57,1.8,28.15,34.89,8.36,Hassan
1642143600,2,313.76,0.28,1.78,97.27,0.83,14.76,17.43,2.12,Hassan
1642147200,2,287.06,0.14,1.26,88.69,0.57,9.12,10.85,1.47,Hassan
1642150800,2,273.7,0.12,1.46,82.25,0.42,5.77,7.09,1.35,Hassan
1642154400,1,260.35,0.12,1.67,72.24,0.32,3.54,4.51,1.2,Hassan
1642158000,1,257.02,0.12,2.06,63.66,0.33,3.23,4.17,1.16,Hassan
1642161600,1,267.03,0.07,2.66,60.8,0.39,4.49,5.77,1.17,Hassan
1642165200,1,300.41,0.01,5.14,57.22,0.72,6.63,8.64,2.25,Hassan
1642168800,1,330.45,0.0,6.94,53.64,1.24,9.16,11.93,3.39,Hassan
1642172400,2,343.8,0.0,7.63,53.64,1.7,12.06,15.41,4.02,Hassan
1642176000,2,353.81,0.0,7.88,53.64,1.91,14.91,18.82,3.99,Hassan
1642179600,2,363.83,0.0,7.97,52.21,1.82,17.32,21.74,2.98,Hassan
1642183200,2,363.83,0.0,7.63,50.07,1.46,18.71,23.13,1.92,Hassan
1642186800,2,370.5,0.0,8.65,38.98,0.83,19.75,23.96,1.98,Hassan
1642190400,3,373.84,0.0,8.65,28.61,0.54,20.69,24.97,2.85,Hassan
1642194000,3,377.18,0.01,8.57,21.82,0.51,21.66,26.4,4.88,Hassan
1642197600,3,387.19,0.03,8.83,16.99,0.62,22.55,27.92,8.49,Hassan
1642201200,3,397.21,0.07,9.08,12.16,0.71,23.62,29.35,10.77,Hassan
1642204800,3,407.22,0.12,9.25,10.19,0.8,24.54,30.25,11.91,Hassan
1642208400,4,427.25,0.26,10.71,10.1,0.98,25.29,31.36,10.51,Hassan
1642212000,4,500.68,1.62,14.91,6.08,1.34,27.33,34.71,7.09,Hassan
1642215600,4,594.14,9.05,13.02,11.0,1.56,29.15,37.54,6.65,Hassan
1642219200,2,380.52,2.04,5.65,51.5,0.75,16.41,20.09,4.18,Hassan
1642222800,3,397.21,1.42,5.1,75.1,0.98,21.41,25.89,7.03,Hassan
1642226400,4,423.91,0.68,3.68,110.15,1.16,30.71,36.0,8.74,Hassan
1642230000,2,307.08,0.15,0.88,87.26,0.49,14.97,17.16,2.41,Hassan
1642233600,2,290.39,0.11,0.69,83.68,0.4,12.38,14.09,1.66,Hassan
1642237200,2,290.39,0.11,0.74,85.83,0.4,12.61,14.3,1.69,Hassan
1642240800,2,293.73,0.12,0.92,87.98,0.4,12.75,14.43,1.76,Hassan
1642244400,2,293.73,0.14,1.22,89.41,0.4,12.43,14.05,1.84,Hassan
1642248000,2,297.07,0.12,1.8,90.12,0.44,12.7,14.38,2.09,Hassan
1642251600,2,390.53,0.08,13.02,61.51,1.31,16.03,19.83,7.79,Hassan
1642255200,3,520.71,0.0,24.33,36.84,2.8,21.17,28.42,16.72,Hassan
1642258800,4,627.52,0.01,30.85,26.82,4.29,26.64,37.21,25.84,Hassan
1642262400,4,687.6,0.02,33.59,20.92,5.19,29.36,41.87,32.17,Hassan
1642266000,4,694.27,0.1,32.22,13.95,4.89,29.79,42.71,32.42,Hassan
1642269600,4,654.22,0.25,26.73,8.76,3.04,27.41,37.97,22.04,Hassan
1642273200,3,540.73,0.1,18.34,9.92,1.25,21.48,28.05,9.12,Hassan
1642276800,3,527.38,0.04,17.14,10.55,0.91,21.06,27.03,7.92,Hassan
1642280400,3,580.79,0.03,20.05,8.85,0.95,24.93,31.8,9.75,Hassan
1642284000,4,554.08,0.0,14.05,30.76,1.07,30.0,35.95,7.98,Hassan
1642287600,4,540.73,0.0,9.42,40.77,1.42,31.32,36.0,3.99,Hassan
1642291200,4,527.38,0.0,8.05,35.05,1.61,25.81,29.25,2.6,Hassan
1642294800,3,500.68,0.0,7.8,27.54,1.7,20.22,22.6,1.96,Hassan
1642298400,2,487.33,0.02,8.91,21.64,1.97,16.21,18.32,1.98,Hassan
1642302000,2,487.33,0.25,10.28,18.42,2.32,14.41,16.45,1.84,Hassan
1642305600,2,473.98,0.57,9.42,20.74,3.01,12.44,13.87,1.25,Hassan
1642309200,2,453.95,1.12,7.54,25.39,2.92,10.06,11.12,1.42,Hassan
1642312800,1,433.92,1.2,5.91,33.26,2.56,8.23,9.14,1.69,Hassan
1642316400,1,397.21,0.5,3.21,55.79,2.32,8.18,8.92,1.01,Hassan
1642320000,1,377.18,0.22,1.84,69.38,1.74,7.96,8.64,0.96,Hassan
1642323600,1,360.49,0.16,1.35,76.53,1.33,7.01,7.64,1.16,Hassan
1642327200,2,350.48,0.14,1.33,80.11,1.15,6.42,7.03,1.35,Hassan
1642330800,2,350.48,0.14,1.74,81.54,1.12,5.93,6.57,1.6,Hassan
1642334400,2,353.81,0.1,2.51,80.82,1.21,5.03,5.68,1.87,Hassan
1642338000,1,390.53,0.03,6.34,73.67,1.56,5.39,6.64,4.02,Hassan
1642341600,1,427.25,0.0,9.0,67.23,2.03,6.76,8.8,6.21,Hassan
1642345200,1,447.27,0.0,8.65,68.66,2.41,8.83,11.36,7.35,Hassan
1642348800,2,453.95,0.0,7.8,72.24,2.53,10.97,13.82,8.23,Hassan
1642352400,2,447.27,0.0,7.37,69.38,2.29,11.3,14.38,8.87,Hassan
1642356000,1,453.95,0.0,8.23,57.22,2.06,9.7,12.8,9.12,Hassan
1642359600,1,447.27,0.0,9.0,45.42,2.68,6.1,8.36,6.84,Hassan
1642363200,1,433.92,0.0,8.05,42.92,2.56,4.86,6.78,4.75,Hassan
1642366800,1,417.23,0.0,6.51,43.27,2.06,4.67,6.5,3.36,Hassan
1642370400,1,407.22,0.0,5.44,42.92,1.65,4.76,6.58,2.85,Hassan
1642374000,1,397.21,0.0,4.76,41.84,1.4,4.79,6.59,2.63,Hassan
1642377600,1,393.87,0.0,4.24,41.84,1.24,4.73,6.51,2.41,Hassan
1642381200,1,387.19,0.0,3.6,45.42,1.13,4.05,5.5,1.95,Hassan
1642384800,1,393.87,0.0,3.9,48.64,1.19,3.5,4.84,1.79,Hassan
1642388400,1,410.56,0.04,4.71,50.78,1.27,3.12,4.41,1.82,Hassan
1642392000,1,417.23,0.11,4.58,54.36,1.18,2.57,3.63,1.74,Hassan
1642395600,1,417.23,0.1,3.98,57.94,1.16,2.39,3.28,1.77,Hassan
1642399200,1,413.89,0.08,3.81,60.08,1.31,2.4,3.22,1.82,Hassan
1642402800,1,383.85,0.09,3.0,66.52,1.15,1.89,2.52,1.52,Hassan
1642406400,1,363.83,0.1,2.4,72.96,1.07,1.65,2.18,1.39,Hassan
1642410000,1,360.49,0.11,2.36,77.25,1.21,1.72,2.2,1.38,Hassan
1642413600,2,367.16,0.1,2.83,80.82,1.43,1.8,2.26,1.5,Hassan
1642417200,2,377.18,0.07,3.9,81.54,1.7,1.68,2.19,1.87,Hassan
1642420800,1,390.53,0.02,5.18,79.39,1.94,1.43,1.97,2.28,Hassan
1642424400,1,440.6,0.0,10.8,65.8,2.32,2.44,4.04,5.13,Hassan
1642428000,1,494.0,0.0,15.08,52.21,2.53,4.08,7.27,8.04,Hassan
1642431600,1,500.68,0.0,14.57,46.49,2.41,5.18,9.44,9.5,Hassan
1642435200,1,494.0,0.0,12.34,44.35,2.18,5.75,10.42,10.13,Hassan
1642438800,1,487.33,0.0,11.31,41.13,2.06,6.1,10.72,10.13,Hassan
1642442400,1,514.03,0.0,13.19,36.12,2.32,6.1,10.15,9.25,Hassan
1642446000,1,540.73,0.0,13.02,38.27,3.13,5.81,8.57,6.27,Hassan
1642449600,1,540.73,0.0,10.28,42.2,2.65,6.7,9.09,4.37,Hassan
1642453200,1,520.71,0.0,7.37,45.42,1.86,7.93,10.38,3.23,Hassan
1642456800,1,500.68,0.0,5.48,47.21,1.3,8.97,11.6,2.82,Hassan
1642460400,1,487.33,0.0,4.58,47.21,1.01,9.84,12.7,2.72,Hassan
1642464000,2,480.65,0.0,4.24,47.21,0.92,11.04,14.05,2.69,Hassan
1642467600,2,487.33,0.0,4.58,47.21,0.98,11.51,14.76,2.69,Hassan
1642471200,2,500.68,0.02,6.0,46.49,1.18,10.45,13.99,2.63,Hassan
1642474800,1,514.03,0.55,6.6,47.21,1.27,9.06,12.43,2.44,Hassan
1642478400,1,467.3,0.73,3.56,59.37,1.03,6.3,8.57,1.96,Hassan
1642482000,1,433.92,0.5,2.12,70.81,0.98,6.87,8.98,2.22,Hassan
1642485600,2,417.23,0.27,1.29,83.68,1.12,8.61,10.62,2.44,Hassan
1642489200,2,363.83,0.14,0.67,81.54,0.89,6.35,7.5,1.65,Hassan
1642492800,2,347.14,0.12,0.61,82.97,0.86,6.09,6.96,1.47,Hassan
1642496400,2,343.8,0.13,0.7,85.83,0.86,6.66,7.51,1.55,Hassan
1642500000,2,337.12,0.13,0.87,87.98,0.76,6.84,7.71,1.68,Hassan
1642503600,2,333.79,0.13,1.26,88.69,0.69,6.92,7.85,1.85,Hassan
1642507200,2,330.45,0.09,1.93,87.98,0.64,6.8,7.8,2.06,Hassan
1642510800,1,360.49,0.02,6.17,77.96,0.92,7.56,9.34,4.02,Hassan
1642514400,1,397.21,0.0,9.68,65.09,1.3,8.55,11.44,6.27,Hassan
1642518000,1,420.57,0.0,11.31,56.51,1.53,9.31,13.09,7.92,Hassan
1642521600,2,433.92,0.0,11.82,51.5,1.62,10.0,14.37,9.12,Hassan
1642525200,2,433.92,0.0,10.37,50.07,1.58,10.51,14.94,9.63,Hassan
1642528800,2,427.25,0.0,8.31,51.5,1.36,10.85,14.93,9.37,Hassan
1642532400,2,423.91,0.0,6.43,53.64,1.19,11.72,15.46,8.49,Hassan
1642536000,2,433.92,0.0,6.17,51.5,1.25,13.25,17.36,8.99,Hassan
1642539600,2,460.62,0.0,6.68,47.21,1.34,14.13,18.86,8.99,Hassan
1642543200,2,514.03,0.0,9.77,37.91,1.85,15.84,21.47,7.22,Hassan
1642546800,2,574.11,0.0,13.02,30.76,2.03,19.25,25.65,4.88,Hassan
1642550400,3,587.46,0.0,12.85,30.04,1.7,21.64,28.25,3.58,Hassan
1642554000,3,547.41,0.0,10.71,33.26,1.43,21.05,27.52,3.2,Hassan
1642557600,2,520.71,0.02,10.62,35.76,1.49,18.97,25.34,3.13,Hassan
1642561200,2,507.35,0.73,10.71,40.05,1.58,16.91,22.77,3.01,Hassan
1642564800,2,460.62,1.1,6.68,58.65,1.45,14.5,18.85,2.66,Hassan
1642568400,2,460.62,1.09,5.31,72.24,1.51,15.7,20.1,3.2,Hassan
1642572000,2,453.95,0.61,3.34,92.98,1.56,19.1,23.57,3.13,Hassan
1642575600,3,400.54,0.17,0.96,107.29,1.12,21.36,23.94,1.38,Hassan
1642579200,3,373.84,0.12,0.72,105.86,0.92,21.73,23.72,1.2,Hassan
1642582800,3,367.16,0.13,0.77,107.29,0.98,24.09,26.05,1.28,Hassan
1642586400,4,373.84,0.14,0.92,110.15,1.1,27.24,29.35,1.41,Hassan
1642590000,4,380.52,0.15,1.31,113.01,1.19,29.6,31.86,1.63,Hassan
1642593600,4,383.85,0.11,2.01,111.58,1.24,31.44,33.85,1.9,Hassan
1642597200,4,420.57,0.03,6.34,97.27,1.51,33.28,36.43,3.74,Hassan
1642600800,4,467.3,0.0,10.54,80.11,1.88,35.27,39.57,6.08,Hassan
1642604400,4,500.68,0.0,11.82,71.53,2.12,36.94,42.17,7.79,Hassan
1642608000,4,527.38,0.0,11.82,69.38,2.12,38.55,44.39,8.99,Hassan
1642611600,4,547.41,0.0,11.65,68.66,2.06,40.41,46.62,10.01,Hassan
1642615200,4,560.76,0.0,11.65,65.8,1.85,42.67,48.9,10.64,Hassan
1642618800,4,580.79,0.0,13.02,54.36,1.39,44.72,50.98,12.03,Hassan
1642622400,4,600.81,0.0,13.88,41.13,1.07,46.79,53.54,13.17,Hassan
1642626000,4,607.49,0.0,13.37,34.69,0.97,48.12,55.27,12.41,Hassan
1642629600,4,607.49,0.0,12.51,32.19,1.03,49.73,57.15,12.67,Hassan
1642633200,5,614.17,0.0,12.17,28.97,1.1,51.39,58.93,13.55,Hassan
1642636800,5,627.52,0.01,12.51,26.46,1.25,53.27,61.01,14.57,Hassan
1642640400,5,660.9,0.05,15.25,22.71,1.67,55.48,63.98,15.71,Hassan
1642644000,5,761.03,0.87,22.96,12.52,2.5,59.32,70.02,15.71,Hassan
1642647600,5,907.9,9.16,23.99,12.34,3.04,63.91,76.81,14.95,Hassan
1642651200,5,667.57,3.02,13.54,69.38,2.35,53.77,61.0,7.22,Hassan
1642654800,5,614.17,1.9,8.83,100.14,2.35,53.57,59.96,6.46,Hassan
1642658400,5,587.46,0.82,5.06,137.33,2.5,58.99,65.15,6.33,Hassan
1642662000,4,383.85,0.18,1.14,125.89,4.23,41.67,45.03,1.88,Hassan
1642665600,4,327.11,0.14,0.84,114.44,3.93,33.11,35.87,1.41,Hassan
1642669200,4,307.08,0.14,0.84,110.15,3.81,30.66,33.36,1.46,Hassan
1642672800,4,303.75,0.17,1.03,108.72,3.87,30.48,33.27,1.63,Hassan
1642676400,4,307.08,0.21,1.59,110.15,4.11,31.58,34.57,1.98,Hassan
1642680000,4,313.76,0.21,2.63,111.58,4.77,33.42,36.67,2.28,Hassan
1642683600,4,423.91,0.11,15.59,76.53,5.36,38.88,44.35,7.03,Hassan
1642687200,4,560.76,0.0,25.7,45.78,5.78,45.51,54.49,11.65,Hassan
1642690800,4,614.17,0.0,27.42,36.84,6.02,49.92,61.98,15.07,Hassan
1642694400,5,640.87,0.0,27.08,32.19,5.78,52.67,66.77,17.73,Hassan
1642698000,5,667.57,0.03,26.05,23.25,4.35,54.94,69.68,17.48,Hassan
1642701600,5,654.22,0.07,23.65,17.17,2.77,55.42,67.81,15.07,Hassan
1642705200,5,607.49,0.05,19.71,17.34,1.68,55.2,64.42,10.39,Hassan
1642708800,5,600.81,0.05,17.99,14.13,1.24,57.6,66.31,9.75,Hassan
1642712400,5,600.81,0.04,16.45,13.95,1.34,59.94,68.78,11.78,Hassan
1642716000,5,594.14,0.03,15.08,15.74,1.73,61.34,70.39,15.71,Hassan
1642719600,5,580.79,0.02,14.22,16.99,1.97,62.35,71.59,18.24,Hassan
1642723200,5,580.79,0.03,14.39,17.17,2.18,62.58,71.99,20.01,Hassan
1642726800,5,607.49,0.14,16.79,15.02,2.62,63.07,73.25,21.28,Hassan
1642730400,5,700.95,2.26,21.93,8.49,3.37,65.58,77.86,20.27,Hassan
1642734000,5,827.79,11.96,19.88,13.23,3.93,69.53,83.65,17.23,Hassan
1642737600,5,741.0,8.05,17.65,40.41,5.01,67.6,79.78,12.03,Hassan
1642741200,5,687.6,4.47,15.42,78.68,6.74,69.88,81.36,10.39,Hassan
1642744800,5,607.49,1.73,9.68,127.32,9.18,75.92,86.4,8.74,Hassan
1642748400,4,297.07,0.21,1.16,104.43,9.42,30.41,34.77,1.3,Hassan
1642752000,2,260.35,0.14,0.69,91.55,4.77,18.43,21.68,1.08,Hassan
1642755600,2,257.02,0.13,0.63,90.84,3.19,16.76,19.84,1.22,Hassan
1642759200,2,263.69,0.13,0.74,94.41,2.32,17.78,20.92,1.54,Hassan
1642762800,2,273.7,0.15,1.06,98.71,1.94,19.66,22.98,1.93,Hassan
1642766400,3,283.72,0.13,1.63,97.27,1.7,20.58,24.03,2.25,Hassan
1642770000,3,343.8,0.07,8.57,75.82,2.09,22.47,26.95,5.07,Hassan
1642773600,4,427.25,0.0,15.42,52.93,2.77,25.64,32.13,8.61,Hassan
1642777200,4,473.98,0.0,17.14,42.2,3.01,26.88,35.01,10.64,Hassan
1642780800,4,500.68,0.0,17.31,35.41,2.86,30.44,39.52,11.4,Hassan
1642784400,4,527.38,0.0,16.11,35.05,2.38,44.0,53.52,9.37,Hassan
1642788000,5,534.06,0.0,13.19,42.2,1.83,65.08,74.98,3.99,Hassan
1642791600,5,507.35,0.0,8.83,56.51,1.65,81.5,92.1,2.09,Hassan
1642795200,5,473.98,0.0,6.43,59.37,1.4,83.52,93.9,1.96,Hassan
1642798800,5,447.27,0.0,5.14,57.22,1.15,80.57,90.17,1.95,Hassan
1642802400,5,427.25,0.0,4.24,53.64,0.95,76.52,85.04,1.92,Hassan
1642806000,5,407.22,0.0,3.56,51.5,0.81,72.12,79.26,1.9,Hassan
1642809600,5,390.53,0.0,3.08,52.21,0.72,67.71,73.68,1.84,Hassan
1642813200,5,373.84,0.0,3.0,57.22,0.75,60.41,66.35,1.73,Hassan
1642816800,5,377.18,0.0,4.63,55.79,0.89,54.75,61.78,1.98,Hassan
1642820400,4,387.19,0.23,6.94,50.78,1.03,49.95,57.92,2.6,Hassan
1642824000,4,393.87,1.59,6.0,57.22,1.12,46.18,54.68,3.64,Hassan
1642827600,4,390.53,1.31,5.18,76.53,1.19,44.31,53.02,4.62,Hassan
1642831200,4,390.53,0.62,3.51,107.29,1.22,44.7,53.56,5.32,Hassan
1642834800,3,293.73,0.13,0.7,94.41,1.1,24.49,29.89,1.54,Hassan
1642838400,3,287.06,0.1,0.55,91.55,1.13,22.31,27.23,1.27,Hassan
1642842000,3,280.38,0.1,0.56,90.12,1.06,20.68,25.37,1.28,Hassan
1642845600,2,277.04,0.09,0.73,85.83,0.94,18.45,22.82,1.39,Hassan
1642849200,2,270.37,0.09,1.11,77.96,0.8,15.65,19.58,1.57,Hassan
1642852800,2,267.03,0.08,1.69,68.66,0.66,12.9,16.54,1.73,Hassan
1642856400,2,280.38,0.02,3.81,57.94,0.72,12.1,16.14,2.79,Hassan
1642860000,2,310.42,0.0,5.65,49.35,0.89,13.31,18.19,3.99,Hassan
1642863600,2,323.77,0.0,5.91,45.42,0.92,15.87,21.67,4.37,Hassan
1642867200,2,323.77,0.0,5.23,45.06,0.87,18.58,25.64,3.99,Hassan
1642870800,3,320.43,0.0,4.97,42.92,0.8,20.11,28.27,2.94,Hassan
1642874400,3,317.1,0.0,4.88,38.98,0.64,20.56,29.03,2.01,Hassan
1642878000,3,313.76,0.0,5.18,32.19,0.46,20.48,28.31,1.96,Hassan
1642881600,3,313.76,0.0,5.31,25.75,0.37,20.5,27.31,2.15,Hassan
1642885200,3,313.76,0.0,5.01,22.71,0.34,20.46,26.81,2.37,Hassan
1642888800,3,313.76,0.01,4.8,20.38,0.33,20.52,26.68,2.66,Hassan
1642892400,3,317.1,0.02,4.93,16.99,0.34,20.55,26.69,2.85,Hassan
1642896000,3,320.43,0.05,5.4,14.31,0.37,20.39,26.57,3.23,Hassan
1642986000,2,383.85,0.52,10.11,8.05,1.07,19.18,30.4,8.36,Hassan
1642989600,3,487.33,3.58,14.05,2.37,1.65,22.7,35.98,6.97,Hassan
1642993200,3,567.44,11.4,10.71,6.97,1.77,24.57,38.63,5.83,Hassan
1642996800,2,353.81,2.6,5.65,39.7,0.79,13.37,20.35,3.07,Hassan
1643000400,2,333.79,1.54,4.16,60.08,0.82,12.48,18.45,3.45,Hassan
1643004000,2,333.79,0.78,3.04,85.83,0.88,16.04,22.01,3.96,Hassan
1643007600,2,273.7,0.25,1.05,82.97,0.41,8.55,11.29,1.9,Hassan
1643011200,2,260.35,0.19,0.81,84.4,0.29,6.8,8.81,1.49,Hassan
1643014800,2,260.35,0.19,0.89,89.41,0.29,7.38,9.45,1.58,Hassan
1643018400,2,270.37,0.18,1.14,97.27,0.33,8.6,10.94,1.88,Hassan
1643022000,2,277.04,0.17,1.65,100.14,0.38,8.16,10.43,2.09,Hassan
1643025600,2,267.03,0.11,2.36,87.98,0.37,5.58,7.61,1.88,Hassan
1643029200,1,273.7,0.03,4.71,72.24,0.6,5.73,10.52,2.66,Hassan
1643032800,2,287.06,0.0,6.0,65.09,1.01,10.06,23.65,3.51,Hassan
1643036400,3,290.39,0.0,6.0,64.37,1.27,15.56,39.08,3.96,Hassan
1643040000,3,283.72,0.0,5.74,61.51,1.27,16.98,42.63,4.31,Hassan
1643043600,3,287.06,0.0,5.91,56.51,1.18,16.19,40.17,4.5,Hassan
1643047200,3,283.72,0.0,6.08,52.21,0.98,15.25,37.82,3.96,Hassan
1643050800,3,277.04,0.0,5.91,47.92,0.73,14.35,35.78,3.26,Hassan
1643054400,3,273.7,0.0,5.48,44.7,0.59,14.11,35.05,2.85,Hassan
1643058000,2,270.37,0.0,4.76,43.27,0.52,14.16,34.87,2.47,Hassan
1643061600,3,290.39,0.0,5.57,32.9,0.48,15.21,35.01,3.01,Hassan
1643065200,3,320.43,0.02,7.03,20.74,0.55,16.95,37.06,4.56,Hassan
1643068800,3,350.48,0.1,8.91,13.05,0.79,18.77,40.45,8.23,Hassan
1643072400,3,410.56,0.78,12.51,6.08,1.43,21.51,45.84,13.68,Hassan
1643076000,4,540.73,6.54,14.57,1.18,2.03,26.48,54.34,10.51,Hassan
1643079600,4,680.92,18.1,11.14,5.41,2.12,31.06,60.9,7.6,Hassan
1643083200,3,340.46,1.06,7.45,50.78,0.98,17.01,39.94,3.64,Hassan
1643086800,3,310.42,0.82,4.76,68.66,1.09,16.57,38.61,3.8,Hassan
1643090400,3,310.42,0.54,3.21,91.55,1.21,19.64,41.06,4.31,Hassan
1643094000,2,277.04,0.16,1.04,95.84,0.92,17.1,32.81,2.53,Hassan
1643097600,2,277.04,0.12,0.82,97.27,0.85,17.45,30.4,2.09,Hassan
1643101200,2,280.38,0.13,0.91,101.57,0.83,18.2,30.41,2.03,Hassan
1643104800,2,280.38,0.16,1.2,104.43,0.81,18.98,30.74,2.03,Hassan
1643108400,2,287.06,0.21,1.91,107.29,0.83,19.91,31.33,2.28,Hassan
1643112000,2,300.41,0.2,3.3,107.29,0.86,19.62,30.44,2.6,Hassan
1643115600,2,317.1,0.05,6.68,94.41,0.94,17.45,26.92,3.39,Hassan
1643119200,2,323.77,0.0,8.23,75.1,1.04,13.49,21.26,4.05,Hassan
1643122800,2,317.1,0.0,7.03,70.1,1.56,16.9,29.93,4.05,Hassan
1643126400,4,317.1,0.0,6.77,69.38,1.91,25.3,47.49,4.12,Hassan
1643130000,4,337.12,0.0,7.2,63.66,1.79,30.22,56.67,3.61,Hassan
1643133600,4,333.79,0.0,7.37,56.51,1.42,31.55,59.6,2.69,Hassan
1643137200,4,327.11,0.0,7.28,49.35,0.97,32.1,60.05,2.41,Hassan
1643140800,4,327.11,0.0,7.03,41.48,0.72,32.49,59.79,2.66,Hassan
1643144400,4,327.11,0.0,6.6,35.41,0.6,33.0,59.25,3.01,Hassan
1643148000,4,340.46,0.01,6.6,27.18,0.56,33.95,58.66,4.18,Hassan
1643151600,4,357.15,0.03,7.2,18.6,0.66,35.31,59.2,6.59,Hassan
1643155200,4,380.52,0.08,8.4,13.59,0.97,36.99,61.15,11.02,Hassan
1643158800,4,427.25,0.37,12.0,9.92,1.7,39.07,63.55,16.47,Hassan
1643162400,4,554.08,2.91,18.34,3.0,2.65,43.41,68.58,15.58,Hassan
1643166000,4,700.95,13.3,16.28,5.45,2.44,47.52,71.75,9.5,Hassan
1643169600,4,323.77,0.89,4.54,77.25,1.36,26.29,43.67,2.63,Hassan
1643173200,4,310.42,0.52,2.63,94.41,1.53,27.38,44.87,3.29,Hassan
1643176800,4,313.76,0.3,1.69,107.29,1.62,29.81,47.28,3.77,Hassan
1643180400,2,320.43,0.16,1.44,88.69,1.3,15.5,21.57,2.22,Hassan
1643184000,2,320.43,0.12,1.25,87.26,1.25,14.23,18.73,2.06,Hassan
1643187600,2,320.43,0.17,1.2,97.27,1.22,17.95,25.34,2.47,Hassan
1643191200,2,323.77,0.17,1.76,94.41,1.3,16.89,23.13,2.56,Hassan
1643194800,2,330.45,0.11,2.4,94.41,1.74,16.12,19.85,2.47,Hassan
1643198400,2,340.46,0.08,3.3,95.84,1.91,16.83,20.59,2.72,Hassan
1643202000,2,360.49,0.02,6.25,83.68,2.03,16.15,20.38,3.67,Hassan
1643205600,2,417.23,0.0,9.85,79.39,2.38,19.82,24.9,5.7,Hassan
1643209200,3,393.87,0.0,9.25,72.96,1.91,22.17,30.4,5.13,Hassan
1643212800,4,357.15,0.0,7.11,72.24,2.35,28.54,40.2,3.26,Hassan
1643216400,4,343.8,0.0,5.91,73.67,2.59,32.5,45.4,2.5,Hassan
1643220000,4,337.12,0.0,5.57,71.53,2.24,32.95,45.7,2.18,Hassan
1643223600,4,360.49,0.0,7.54,52.21,1.36,34.25,48.79,2.94,Hassan
1643227200,4,333.79,0.0,5.91,55.07,1.18,31.47,42.73,2.53,Hassan
1643230800,4,337.12,0.0,5.57,47.92,0.97,31.63,42.76,3.01,Hassan
1643234400,4,370.5,0.0,6.85,29.33,0.72,36.12,50.54,4.12,Hassan
1643238000,4,377.18,0.01,7.2,25.03,0.78,34.39,45.84,6.59,Hassan
1643241600,4,407.22,0.05,9.08,16.99,1.01,36.08,48.03,10.64,Hassan
1643245200,4,460.62,0.37,12.68,10.19,1.52,37.91,50.91,13.81,Hassan
1643248800,4,567.44,3.35,17.31,2.48,1.94,41.2,56.46,8.74,Hassan
1643252400,4,674.25,12.63,14.74,5.81,2.03,43.34,59.65,6.78,Hassan
1643256000,4,327.11,0.57,3.47,78.68,1.18,25.37,34.51,2.22,Hassan
1643259600,3,317.1,0.29,1.82,89.41,1.22,24.76,32.99,2.56,Hassan
1643263200,3,320.43,0.19,1.27,94.41,1.27,24.12,31.26,2.75,Hassan
1643266800,2,317.1,0.12,0.97,95.84,1.28,19.9,24.66,2.31,Hassan
1643270400,2,320.43,0.09,1.15,97.27,1.45,17.38,20.79,2.22,Hassan
1643274000,2,330.45,0.05,1.59,95.84,1.58,15.87,18.69,2.44,Hassan
1643277600,2,323.77,0.03,2.03,92.98,1.58,13.63,15.87,2.47,Hassan
1643281200,2,313.76,0.04,2.48,90.12,1.59,12.06,13.86,2.44,Hassan
1643284800,2,303.75,0.04,3.04,87.26,1.68,11.45,13.01,2.37,Hassan
1643288400,2,310.42,0.01,5.01,81.54,1.91,11.85,13.6,3.13,Hassan
1643292000,2,323.77,0.0,6.0,77.25,2.12,13.01,15.25,4.12,Hassan
1643295600,2,337.12,0.0,6.0,73.67,2.5,15.25,18.03,4.94,Hassan
1643299200,2,380.52,0.0,7.37,67.95,3.67,19.75,23.05,5.83,Hassan
1643302800,4,423.91,0.0,9.0,60.08,5.07,25.22,28.8,6.14,Hassan
1643306400,4,427.25,0.0,9.08,55.07,5.01,26.67,30.1,5.89,Hassan
1643310000,3,407.22,0.0,7.97,52.93,3.87,22.3,25.27,5.26,Hassan
1643313600,2,393.87,0.0,6.94,51.5,2.92,16.81,19.65,4.69,Hassan
1643317200,2,417.23,0.0,7.71,47.21,2.77,14.6,17.79,4.24,Hassan
1643320800,2,453.95,0.0,9.08,44.35,3.76,14.08,16.92,3.26,Hassan
1643324400,2,433.92,0.0,8.05,45.06,3.99,12.36,14.44,2.37,Hassan
1643328000,1,387.19,0.0,6.34,45.78,3.37,9.46,10.88,1.84,Hassan
1643331600,1,347.14,0.0,5.27,45.42,2.8,6.98,8.03,1.5,Hassan
1643335200,1,323.77,0.01,5.18,43.63,2.38,5.13,6.02,1.28,Hassan
